date,ts_code,name,score,forward_return,mom_20d,regime,high,medium,low,score_bucket
20251209,801010.SI,农林牧渔,4.96,1.69,-4.37,BULL,0,0,1,"(4.9, 5.2]"
20251209,801030.SI,基础化工,4.87,-2.19,-5.08,BULL,0,0,1,"(4.6, 4.9]"
20251209,801040.SI,钢铁,4.68,-1.02,-7.16,BULL,0,0,1,"(4.6, 4.9]"
20251209,801050.SI,有色金属,6.27,-1.45,1.05,BULL,0,1,0,"(6.1, 6.4]"
20251209,801080.SI,电子,6.53,-4.61,1.63,BULL,0,1,0,"(6.4, 6.7]"
20251209,801110.SI,家用电器,6.12,-1.05,0.42,BULL,0,1,0,"(6.1, 6.4]"
20251209,801120.SI,食品饮料,4.7,0.76,-5.35,BULL,0,0,1,"(4.6, 4.9]"
20251209,801130.SI,纺织服饰,5.34,-3.43,-1.72,BULL,0,1,0,"(5.2, 5.5]"
20251209,801140.SI,轻工制造,6.39,-2.55,1.32,BULL,0,1,0,"(6.4, 6.7]"
20251209,801150.SI,医药生物,5.16,-3.25,-3.8,BULL,0,1,0,"(4.9, 5.2]"
20251209,801160.SI,公用事业,4.96,-0.57,-5.08,BULL,0,0,1,"(4.9, 5.2]"
20251209,801170.SI,交通运输,5.24,-0.6,-4.83,BULL,0,1,0,"(5.2, 5.5]"
20251209,801180.SI,房地产,4.43,-2.93,-7.96,BULL,0,0,1,"(4.4, 4.6]"
20251209,801200.SI,商贸零售,5.43,0.98,-3.39,BULL,0,1,0,"(5.2, 5.5]"
20251209,801210.SI,社会服务,5.47,-0.61,-1.94,BULL,0,1,0,"(5.2, 5.5]"
20251209,801230.SI,综合,6.62,-8.82,6.1,BULL,0,1,0,"(6.4, 6.7]"
20251209,801710.SI,建筑材料,5.72,-1.17,-3.0,BULL,0,1,0,"(5.5, 5.8]"
20251209,801720.SI,建筑装饰,5.29,-1.9,-5.08,BULL,0,1,0,"(5.2, 5.5]"
20251209,801730.SI,电力设备,5.09,-3.5,-6.05,BULL,0,1,0,"(4.9, 5.2]"
20251209,801740.SI,国防军工,6.77,0.99,4.44,BULL,0,1,0,"(6.7, 6.9]"
20251209,801750.SI,计算机,5.39,-4.07,-2.8,BULL,0,1,0,"(5.2, 5.5]"
20251209,801760.SI,传媒,5.34,-4.44,-1.66,BULL,0,1,0,"(5.2, 5.5]"
20251209,801770.SI,通信,7.78,-5.55,15.2,BULL,1,0,0,"(7.5, 7.8]"
20251209,801780.SI,银行,4.93,-2.35,-1.99,BULL,0,0,1,"(4.9, 5.2]"
20251209,801790.SI,非银金融,5.97,1.26,-1.15,BULL,0,1,0,"(5.8, 6.1]"
20251209,801880.SI,汽车,6.01,-1.28,-1.91,BULL,0,1,0,"(5.8, 6.1]"
20251209,801890.SI,机械设备,6.58,-2.95,1.03,BULL,0,1,0,"(6.4, 6.7]"
20251209,801950.SI,煤炭,4.27,-1.75,-8.24,BULL,0,0,1,"(4.1, 4.4]"
20251209,801960.SI,石油石化,5.01,-2.09,-3.22,BULL,0,1,0,"(4.9, 5.2]"
20251209,801970.SI,环保,5.13,-2.18,-5.23,BULL,0,1,0,"(4.9, 5.2]"
20251209,801980.SI,美容护理,4.6,-0.68,-6.84,BULL,0,0,1,"(4.4, 4.6]"
20251210,801010.SI,农林牧渔,5.4,0.23,-3.19,BULL,0,1,0,"(5.2, 5.5]"
20251210,801030.SI,基础化工,4.83,-0.22,-4.36,BULL,0,0,1,"(4.6, 4.9]"
20251210,801040.SI,钢铁,4.57,-0.28,-6.0,BULL,0,0,1,"(4.4, 4.6]"
20251210,801050.SI,有色金属,6.17,0.49,2.13,BULL,0,1,0,"(6.1, 6.4]"
20251210,801080.SI,电子,6.65,-1.85,1.67,BULL,0,1,0,"(6.4, 6.7]"
20251210,801110.SI,家用电器,6.18,-0.53,-0.51,BULL,0,1,0,"(6.1, 6.4]"
20251210,801120.SI,食品饮料,4.75,1.11,-5.44,BULL,0,0,1,"(4.6, 4.9]"
20251210,801130.SI,纺织服饰,5.4,-3.21,-2.3,BULL,0,1,0,"(5.2, 5.5]"
20251210,801140.SI,轻工制造,6.46,-2.85,1.78,BULL,0,1,0,"(6.4, 6.7]"
20251210,801150.SI,医药生物,5.22,-2.28,-4.17,BULL,0,1,0,"(5.2, 5.5]"
20251210,801160.SI,公用事业,5.19,-0.5,-4.61,BULL,0,1,0,"(4.9, 5.2]"
20251210,801170.SI,交通运输,5.45,-0.33,-4.04,BULL,0,1,0,"(5.2, 5.5]"
20251210,801180.SI,房地产,5.03,-5.25,-5.06,BULL,0,1,0,"(4.9, 5.2]"
20251210,801200.SI,商贸零售,5.84,-0.79,-0.86,BULL,0,1,0,"(5.8, 6.1]"
20251210,801210.SI,社会服务,5.87,-0.8,-0.54,BULL,0,1,0,"(5.8, 6.1]"
20251210,801230.SI,综合,6.45,-7.86,5.39,BULL,0,1,0,"(6.4, 6.7]"
20251210,801710.SI,建筑材料,5.85,-1.23,-1.59,BULL,0,1,0,"(5.8, 6.1]"
20251210,801720.SI,建筑装饰,5.29,-1.94,-4.3,BULL,0,1,0,"(5.2, 5.5]"
20251210,801730.SI,电力设备,4.99,-0.63,-4.87,BULL,0,0,1,"(4.9, 5.2]"
20251210,801740.SI,国防军工,7.07,0.1,6.09,BULL,1,0,0,"(6.9, 7.2]"
20251210,801750.SI,计算机,5.19,-2.01,-2.39,BULL,0,1,0,"(4.9, 5.2]"
20251210,801760.SI,传媒,5.4,-3.56,-0.52,BULL,0,1,0,"(5.2, 5.5]"
20251210,801770.SI,通信,8.07,-1.95,15.97,BULL,1,0,0,"(7.8, 8.1]"
20251210,801780.SI,银行,5.07,-0.66,-4.02,BULL,0,1,0,"(4.9, 5.2]"
20251210,801790.SI,非银金融,6.16,2.9,-0.86,BULL,0,1,0,"(6.1, 6.4]"
20251210,801880.SI,汽车,6.36,-1.41,-0.22,BULL,0,1,0,"(6.1, 6.4]"
20251210,801890.SI,机械设备,6.85,-2.21,3.08,BULL,0,1,0,"(6.7, 6.9]"
20251210,801950.SI,煤炭,4.14,-1.96,-7.44,BULL,0,0,1,"(4.1, 4.4]"
20251210,801960.SI,石油石化,5.0,-1.07,-4.28,BULL,0,1,0,"(4.9, 5.2]"
20251210,801970.SI,环保,5.36,-2.19,-4.42,BULL,0,1,0,"(5.2, 5.5]"
20251210,801980.SI,美容护理,4.55,0.02,-6.85,BULL,0,0,1,"(4.4, 4.6]"
20251211,801010.SI,农林牧渔,5.06,0.9,-4.67,BULL,0,1,0,"(4.9, 5.2]"
20251211,801030.SI,基础化工,4.82,1.06,-7.92,BULL,0,0,1,"(4.6, 4.9]"
20251211,801040.SI,钢铁,4.44,1.1,-8.96,BULL,0,0,1,"(4.4, 4.6]"
20251211,801050.SI,有色金属,6.31,1.05,-2.41,BULL,0,1,0,"(6.1, 6.4]"
20251211,801080.SI,电子,6.45,-1.58,-1.1,BULL,0,1,0,"(6.4, 6.7]"
20251211,801110.SI,家用电器,5.83,0.08,-1.94,BULL,0,1,0,"(5.8, 6.1]"
20251211,801120.SI,食品饮料,4.79,1.2,-6.32,BULL,0,0,1,"(4.6, 4.9]"
20251211,801130.SI,纺织服饰,4.98,-0.02,-5.92,BULL,0,0,1,"(4.9, 5.2]"
20251211,801140.SI,轻工制造,6.15,-0.49,-0.76,BULL,0,1,0,"(6.1, 6.4]"
20251211,801150.SI,医药生物,5.07,-1.23,-6.09,BULL,0,1,0,"(4.9, 5.2]"
20251211,801160.SI,公用事业,5.18,0.1,-4.82,BULL,0,1,0,"(4.9, 5.2]"
20251211,801170.SI,交通运输,5.2,1.63,-6.0,BULL,0,1,0,"(4.9, 5.2]"
20251211,801180.SI,房地产,4.68,-2.78,-8.89,BULL,0,0,1,"(4.6, 4.9]"
20251211,801200.SI,商贸零售,5.18,1.58,-4.59,BULL,0,1,0,"(4.9, 5.2]"
20251211,801210.SI,社会服务,5.42,0.72,-3.19,BULL,0,1,0,"(5.2, 5.5]"
20251211,801230.SI,综合,5.51,-4.81,-2.38,BULL,0,1,0,"(5.5, 5.8]"
20251211,801710.SI,建筑材料,5.73,-0.72,-3.96,BULL,0,1,0,"(5.5, 5.8]"
20251211,801720.SI,建筑装饰,5.11,-0.74,-5.82,BULL,0,1,0,"(4.9, 5.2]"
20251211,801730.SI,电力设备,5.26,-2.59,-9.03,BULL,0,1,0,"(5.2, 5.5]"
20251211,801740.SI,国防军工,6.95,1.24,5.18,BULL,0,1,0,"(6.9, 7.2]"
20251211,801750.SI,计算机,4.64,-0.52,-5.31,BULL,0,0,1,"(4.6, 4.9]"
20251211,801760.SI,传媒,5.08,-0.83,-3.61,BULL,0,1,0,"(4.9, 5.2]"
20251211,801770.SI,通信,7.71,-0.37,12.56,BULL,1,0,0,"(7.5, 7.8]"
20251211,801780.SI,银行,4.77,1.12,-3.81,BULL,0,0,1,"(4.6, 4.9]"
20251211,801790.SI,非银金融,5.86,3.47,-2.96,BULL,0,1,0,"(5.8, 6.1]"
20251211,801880.SI,汽车,6.15,-1.13,-1.9,BULL,0,1,0,"(6.1, 6.4]"
20251211,801890.SI,机械设备,6.54,-1.53,0.88,BULL,0,1,0,"(6.4, 6.7]"
20251211,801950.SI,煤炭,4.28,0.64,-9.09,BULL,0,0,1,"(4.1, 4.4]"
20251211,801960.SI,石油石化,4.87,1.03,-4.98,BULL,0,0,1,"(4.6, 4.9]"
20251211,801970.SI,环保,5.22,-1.42,-5.69,BULL,0,1,0,"(5.2, 5.5]"
20251211,801980.SI,美容护理,4.56,0.77,-8.24,BULL,0,0,1,"(4.4, 4.6]"
20251212,801010.SI,农林牧渔,5.44,0.87,-3.47,BULL,0,1,0,"(5.2, 5.5]"
20251212,801030.SI,基础化工,4.99,2.58,-6.68,BULL,0,0,1,"(4.9, 5.2]"
20251212,801040.SI,钢铁,5.04,2.09,-8.02,BULL,0,1,0,"(4.9, 5.2]"
20251212,801050.SI,有色金属,6.62,1.46,1.07,BULL,0,1,0,"(6.4, 6.7]"
20251212,801080.SI,电子,6.76,-3.28,3.55,BULL,0,1,0,"(6.7, 6.9]"
20251212,801110.SI,家用电器,6.06,0.16,-0.73,BULL,0,1,0,"(5.8, 6.1]"
20251212,801120.SI,食品饮料,4.99,1.05,-4.81,BULL,0,0,1,"(4.9, 5.2]"
20251212,801130.SI,纺织服饰,4.85,2.18,-6.23,BULL,0,0,1,"(4.6, 4.9]"
20251212,801140.SI,轻工制造,6.25,1.8,-0.52,BULL,0,1,0,"(6.1, 6.4]"
20251212,801150.SI,医药生物,5.17,-0.14,-6.09,BULL,0,1,0,"(4.9, 5.2]"
20251212,801160.SI,公用事业,5.59,-0.59,-3.45,BULL,0,1,0,"(5.5, 5.8]"
20251212,801170.SI,交通运输,5.2,2.04,-5.78,BULL,0,1,0,"(4.9, 5.2]"
20251212,801180.SI,房地产,4.22,-0.41,-9.63,BULL,0,0,1,"(4.1, 4.4]"
20251212,801200.SI,商贸零售,5.34,6.66,-5.04,BULL,0,1,0,"(5.2, 5.5]"
20251212,801210.SI,社会服务,5.57,2.66,-2.52,BULL,0,1,0,"(5.5, 5.8]"
20251212,801230.SI,综合,5.24,-1.53,-5.03,BULL,0,1,0,"(5.2, 5.5]"
20251212,801710.SI,建筑材料,5.54,0.64,-3.61,BULL,0,1,0,"(5.5, 5.8]"
20251212,801720.SI,建筑装饰,5.2,-0.1,-5.07,BULL,0,1,0,"(4.9, 5.2]"
20251212,801730.SI,电力设备,5.55,-3.12,-6.02,BULL,0,1,0,"(5.5, 5.8]"
20251212,801740.SI,国防军工,6.98,1.53,6.84,BULL,0,1,0,"(6.9, 7.2]"
20251212,801750.SI,计算机,4.99,-0.68,-2.61,BULL,0,0,1,"(4.9, 5.2]"
20251212,801760.SI,传媒,5.13,-0.18,-0.79,BULL,0,1,0,"(4.9, 5.2]"
20251212,801770.SI,通信,7.84,-0.89,16.77,BULL,1,0,0,"(7.8, 8.1]"
20251212,801780.SI,银行,4.83,1.0,-4.36,BULL,0,0,1,"(4.6, 4.9]"
20251212,801790.SI,非银金融,6.32,2.9,-0.82,BULL,0,1,0,"(6.1, 6.4]"
20251212,801880.SI,汽车,6.39,-0.1,-0.3,BULL,0,1,0,"(6.4, 6.7]"
20251212,801890.SI,机械设备,6.74,-1.56,3.08,BULL,0,1,0,"(6.7, 6.9]"
20251212,801950.SI,煤炭,4.56,0.33,-8.7,BULL,0,0,1,"(4.4, 4.6]"
20251212,801960.SI,石油石化,4.81,1.6,-5.4,BULL,0,0,1,"(4.6, 4.9]"
20251212,801970.SI,环保,5.31,0.25,-5.25,BULL,0,1,0,"(5.2, 5.5]"
20251212,801980.SI,美容护理,4.65,2.87,-7.52,BULL,0,0,1,"(4.6, 4.9]"
20251215,801010.SI,农林牧渔,5.96,0.27,-1.72,BULL,0,1,0,"(5.8, 6.1]"
20251215,801030.SI,基础化工,5.14,3.16,-6.77,BULL,0,1,0,"(4.9, 5.2]"
20251215,801040.SI,钢铁,5.24,2.08,-7.47,BULL,0,1,0,"(5.2, 5.5]"
20251215,801050.SI,有色金属,6.56,4.41,1.25,BULL,0,1,0,"(6.4, 6.7]"
20251215,801080.SI,电子,6.36,1.72,0.87,BULL,0,1,0,"(6.1, 6.4]"
20251215,801110.SI,家用电器,5.99,0.21,0.25,BULL,0,1,0,"(5.8, 6.1]"
20251215,801120.SI,食品饮料,5.06,0.26,-4.48,BULL,0,1,0,"(4.9, 5.2]"
20251215,801130.SI,纺织服饰,4.57,1.59,-6.49,BULL,0,0,1,"(4.4, 4.6]"
20251215,801140.SI,轻工制造,6.31,1.39,-0.19,BULL,0,1,0,"(6.1, 6.4]"
20251215,801150.SI,医药生物,4.67,0.83,-5.56,BULL,0,0,1,"(4.6, 4.9]"
20251215,801160.SI,公用事业,5.76,-0.74,-2.92,BULL,0,1,0,"(5.5, 5.8]"
20251215,801170.SI,交通运输,5.35,2.52,-4.62,BULL,0,1,0,"(5.2, 5.5]"
20251215,801180.SI,房地产,3.88,1.39,-11.34,BULL,0,0,1,"(3.8, 4.1]"
20251215,801200.SI,商贸零售,5.65,6.53,-3.83,BULL,0,1,0,"(5.5, 5.8]"
20251215,801210.SI,社会服务,5.03,3.0,-3.64,BULL,0,1,0,"(4.9, 5.2]"
20251215,801230.SI,综合,4.86,2.24,-6.2,BULL,0,0,1,"(4.6, 4.9]"
20251215,801710.SI,建筑材料,5.98,0.62,-1.82,BULL,0,1,0,"(5.8, 6.1]"
20251215,801720.SI,建筑装饰,5.12,0.53,-4.8,BULL,0,1,0,"(4.9, 5.2]"
20251215,801730.SI,电力设备,5.63,-0.96,-6.46,BULL,0,1,0,"(5.5, 5.8]"
20251215,801740.SI,国防军工,7.03,1.27,6.04,BULL,1,0,0,"(6.9, 7.2]"
20251215,801750.SI,计算机,4.53,1.24,-5.43,BULL,0,0,1,"(4.4, 4.6]"
20251215,801760.SI,传媒,4.63,0.86,-2.57,BULL,0,0,1,"(4.4, 4.6]"
20251215,801770.SI,通信,7.76,5.35,13.32,BULL,1,0,0,"(7.5, 7.8]"
20251215,801780.SI,银行,4.79,0.56,-3.18,BULL,0,0,1,"(4.6, 4.9]"
20251215,801790.SI,非银金融,6.72,1.31,1.89,BULL,0,1,0,"(6.7, 6.9]"
20251215,801880.SI,汽车,6.01,1.8,-1.27,BULL,0,1,0,"(5.8, 6.1]"
20251215,801890.SI,机械设备,6.56,0.95,1.41,BULL,0,1,0,"(6.4, 6.7]"
20251215,801950.SI,煤炭,4.43,0.56,-9.78,BULL,0,0,1,"(4.4, 4.6]"
20251215,801960.SI,石油石化,4.69,2.27,-5.75,BULL,0,0,1,"(4.6, 4.9]"
20251215,801970.SI,环保,5.44,0.55,-5.7,BULL,0,1,0,"(5.2, 5.5]"
20251215,801980.SI,美容护理,4.63,2.58,-7.01,BULL,0,0,1,"(4.4, 4.6]"
20251216,801010.SI,农林牧渔,5.81,0.2,-1.55,BULL,0,1,0,"(5.8, 6.1]"
20251216,801030.SI,基础化工,4.97,5.15,-5.82,BULL,0,0,1,"(4.9, 5.2]"
20251216,801040.SI,钢铁,4.99,3.62,-6.43,BULL,0,0,1,"(4.9, 5.2]"
20251216,801050.SI,有色金属,6.21,7.88,1.25,BULL,0,1,0,"(6.1, 6.4]"
20251216,801080.SI,电子,6.11,3.87,-0.77,BULL,0,1,0,"(6.1, 6.4]"
20251216,801110.SI,家用电器,5.78,0.58,0.4,BULL,0,1,0,"(5.5, 5.8]"
20251216,801120.SI,食品饮料,4.99,-0.23,-4.52,BULL,0,0,1,"(4.9, 5.2]"
20251216,801130.SI,纺织服饰,4.57,2.1,-7.32,BULL,0,0,1,"(4.4, 4.6]"
20251216,801140.SI,轻工制造,6.05,2.23,-0.48,BULL,0,1,0,"(5.8, 6.1]"
20251216,801150.SI,医药生物,4.65,2.14,-6.39,BULL,0,0,1,"(4.6, 4.9]"
20251216,801160.SI,公用事业,5.33,0.31,-2.95,BULL,0,1,0,"(5.2, 5.5]"
20251216,801170.SI,交通运输,5.21,2.4,-3.64,BULL,0,1,0,"(4.9, 5.2]"
20251216,801180.SI,房地产,4.23,1.61,-10.58,BULL,0,0,1,"(4.1, 4.4]"
20251216,801200.SI,商贸零售,5.95,3.46,-1.22,BULL,0,1,0,"(5.8, 6.1]"
20251216,801210.SI,社会服务,5.56,0.74,-2.94,BULL,0,1,0,"(5.5, 5.8]"
20251216,801230.SI,综合,4.69,5.14,-7.18,BULL,0,0,1,"(4.6, 4.9]"
20251216,801710.SI,建筑材料,5.68,3.02,-1.96,BULL,0,1,0,"(5.5, 5.8]"
20251216,801720.SI,建筑装饰,4.9,2.11,-5.14,BULL,0,0,1,"(4.6, 4.9]"
20251216,801730.SI,电力设备,5.26,2.88,-6.16,BULL,0,1,0,"(5.2, 5.5]"
20251216,801740.SI,国防军工,6.78,1.25,6.12,BULL,0,1,0,"(6.7, 6.9]"
20251216,801750.SI,计算机,4.61,1.42,-7.44,BULL,0,0,1,"(4.4, 4.6]"
20251216,801760.SI,传媒,4.27,3.1,-6.42,BULL,0,0,1,"(4.1, 4.4]"
20251216,801770.SI,通信,7.41,7.98,9.98,BULL,1,0,0,"(7.2, 7.5]"
20251216,801780.SI,银行,4.6,1.48,-3.38,BULL,0,0,1,"(4.4, 4.6]"
20251216,801790.SI,非银金融,6.44,2.13,1.4,BULL,0,1,0,"(6.4, 6.7]"
20251216,801880.SI,汽车,5.96,1.52,-0.78,BULL,0,1,0,"(5.8, 6.1]"
20251216,801890.SI,机械设备,6.24,3.26,-0.3,BULL,0,1,0,"(6.1, 6.4]"
20251216,801950.SI,煤炭,4.63,1.45,-8.0,BULL,0,0,1,"(4.4, 4.6]"
20251216,801960.SI,石油石化,4.98,3.77,-5.45,BULL,0,0,1,"(4.9, 5.2]"
20251216,801970.SI,环保,5.11,1.98,-5.76,BULL,0,1,0,"(4.9, 5.2]"
20251216,801980.SI,美容护理,5.08,0.22,-6.33,BULL,0,1,0,"(4.9, 5.2]"
20251217,801010.SI,农林牧渔,5.73,-0.11,-2.26,BULL,0,1,0,"(5.5, 5.8]"
20251217,801030.SI,基础化工,5.52,4.4,-4.03,BULL,0,1,0,"(5.5, 5.8]"
20251217,801040.SI,钢铁,5.23,3.08,-5.18,BULL,0,1,0,"(5.2, 5.5]"
20251217,801050.SI,有色金属,6.69,5.35,1.88,BULL,0,1,0,"(6.7, 6.9]"
20251217,801080.SI,电子,6.5,3.51,2.61,BULL,0,1,0,"(6.4, 6.7]"
20251217,801110.SI,家用电器,6.13,-0.19,1.68,BULL,0,1,0,"(6.1, 6.4]"
20251217,801120.SI,食品饮料,5.12,-1.05,-3.72,BULL,0,1,0,"(4.9, 5.2]"
20251217,801130.SI,纺织服饰,4.83,2.35,-6.38,BULL,0,0,1,"(4.6, 4.9]"
20251217,801140.SI,轻工制造,5.94,3.78,0.54,BULL,0,1,0,"(5.8, 6.1]"
20251217,801150.SI,医药生物,4.9,1.14,-4.02,BULL,0,0,1,"(4.6, 4.9]"
20251217,801160.SI,公用事业,5.4,0.6,-2.44,BULL,0,1,0,"(5.2, 5.5]"
20251217,801170.SI,交通运输,5.83,1.49,-2.19,BULL,0,1,0,"(5.8, 6.1]"
20251217,801180.SI,房地产,4.11,2.2,-8.59,BULL,0,0,1,"(4.1, 4.4]"
20251217,801200.SI,商贸零售,6.06,3.31,0.68,BULL,0,1,0,"(5.8, 6.1]"
20251217,801210.SI,社会服务,5.73,0.48,-1.15,BULL,0,1,0,"(5.5, 5.8]"
20251217,801230.SI,综合,5.13,4.97,-2.87,BULL,0,1,0,"(4.9, 5.2]"
20251217,801710.SI,建筑材料,6.03,4.16,0.35,BULL,0,1,0,"(5.8, 6.1]"
20251217,801720.SI,建筑装饰,5.01,2.76,-3.64,BULL,0,1,0,"(4.9, 5.2]"
20251217,801730.SI,电力设备,5.86,1.82,-4.07,BULL,0,1,0,"(5.8, 6.1]"
20251217,801740.SI,国防军工,6.88,4.38,4.75,BULL,0,1,0,"(6.7, 6.9]"
20251217,801750.SI,计算机,5.1,1.27,-4.7,BULL,0,1,0,"(4.9, 5.2]"
20251217,801760.SI,传媒,4.63,1.15,-2.94,BULL,0,0,1,"(4.4, 4.6]"
20251217,801770.SI,通信,7.75,3.92,14.99,BULL,1,0,0,"(7.5, 7.8]"
20251217,801780.SI,银行,4.67,1.06,-4.15,BULL,0,0,1,"(4.6, 4.9]"
20251217,801790.SI,非银金融,6.75,0.5,3.04,BULL,0,1,0,"(6.7, 6.9]"
20251217,801880.SI,汽车,6.19,1.52,0.68,BULL,0,1,0,"(6.1, 6.4]"
20251217,801890.SI,机械设备,6.56,3.2,2.31,BULL,0,1,0,"(6.4, 6.7]"
20251217,801950.SI,煤炭,4.22,0.85,-8.32,BULL,0,0,1,"(4.1, 4.4]"
20251217,801960.SI,石油石化,4.76,3.64,-6.28,BULL,0,0,1,"(4.6, 4.9]"
20251217,801970.SI,环保,5.19,3.28,-4.7,BULL,0,1,0,"(4.9, 5.2]"
20251217,801980.SI,美容护理,5.26,0.16,-6.57,BULL,0,1,0,"(5.2, 5.5]"
20251218,801010.SI,农林牧渔,5.31,0.65,-1.66,BULL,0,1,0,"(5.2, 5.5]"
20251218,801030.SI,基础化工,5.72,5.06,-2.78,BULL,0,1,0,"(5.5, 5.8]"
20251218,801040.SI,钢铁,4.92,3.79,-5.29,BULL,0,0,1,"(4.6, 4.9]"
20251218,801050.SI,有色金属,6.42,4.61,2.23,BULL,0,1,0,"(6.4, 6.7]"
20251218,801080.SI,电子,5.99,5.4,1.84,BULL,0,1,0,"(5.8, 6.1]"
20251218,801110.SI,家用电器,5.78,1.08,0.93,BULL,0,1,0,"(5.5, 5.8]"
20251218,801120.SI,食品饮料,5.28,0.13,-3.53,BULL,0,1,0,"(5.2, 5.5]"
20251218,801130.SI,纺织服饰,4.98,2.53,-4.94,BULL,0,0,1,"(4.9, 5.2]"
20251218,801140.SI,轻工制造,5.94,4.53,1.55,BULL,0,1,0,"(5.8, 6.1]"
20251218,801150.SI,医药生物,5.21,1.43,-3.22,BULL,0,1,0,"(4.9, 5.2]"
20251218,801160.SI,公用事业,5.15,0.77,-2.15,BULL,0,1,0,"(4.9, 5.2]"
20251218,801170.SI,交通运输,6.11,1.55,-1.35,BULL,0,1,0,"(6.1, 6.4]"
20251218,801180.SI,房地产,3.94,3.54,-9.37,BULL,0,0,1,"(3.8, 4.1]"
20251218,801200.SI,商贸零售,6.2,2.94,2.0,BULL,0,1,0,"(6.1, 6.4]"
20251218,801210.SI,社会服务,5.91,0.86,0.03,BULL,0,1,0,"(5.8, 6.1]"
20251218,801230.SI,综合,4.69,4.98,-4.8,BULL,0,0,1,"(4.6, 4.9]"
20251218,801710.SI,建筑材料,5.77,5.14,-1.31,BULL,0,1,0,"(5.5, 5.8]"
20251218,801720.SI,建筑装饰,4.96,3.2,-3.11,BULL,0,0,1,"(4.9, 5.2]"
20251218,801730.SI,电力设备,5.29,4.81,-4.32,BULL,0,1,0,"(5.2, 5.5]"
20251218,801740.SI,国防军工,6.99,6.45,6.83,BULL,0,1,0,"(6.9, 7.2]"
20251218,801750.SI,计算机,4.8,2.62,-4.31,BULL,0,0,1,"(4.6, 4.9]"
20251218,801760.SI,传媒,4.69,1.24,-1.38,BULL,0,0,1,"(4.6, 4.9]"
20251218,801770.SI,通信,7.55,5.4,12.61,BULL,1,0,0,"(7.5, 7.8]"
20251218,801780.SI,银行,5.33,-1.07,-3.09,BULL,0,1,0,"(5.2, 5.5]"
20251218,801790.SI,非银金融,6.91,2.04,3.03,BULL,0,1,0,"(6.7, 6.9]"
20251218,801880.SI,汽车,6.15,3.68,1.25,BULL,0,1,0,"(6.1, 6.4]"
20251218,801890.SI,机械设备,6.16,5.44,2.48,BULL,0,1,0,"(6.1, 6.4]"
20251218,801950.SI,煤炭,4.95,-1.26,-4.58,BULL,0,0,1,"(4.9, 5.2]"
20251218,801960.SI,石油石化,5.67,2.68,-3.65,BULL,0,1,0,"(5.5, 5.8]"
20251218,801970.SI,环保,5.0,4.02,-4.93,BULL,0,1,0,"(4.9, 5.2]"
20251218,801980.SI,美容护理,5.18,0.91,-4.6,BULL,0,1,0,"(4.9, 5.2]"
20251219,801010.SI,农林牧渔,6.21,0.25,0.85,BULL,0,1,0,"(6.1, 6.4]"
20251219,801030.SI,基础化工,6.46,4.23,3.45,BULL,0,1,0,"(6.4, 6.7]"
20251219,801040.SI,钢铁,6.02,3.23,0.95,BULL,0,1,0,"(5.8, 6.1]"
20251219,801050.SI,有色金属,7.2,6.43,9.97,BULL,1,0,0,"(6.9, 7.2]"
20251219,801080.SI,电子,6.0,4.96,6.42,BULL,0,1,0,"(5.8, 6.1]"
20251219,801110.SI,家用电器,5.99,0.54,1.76,BULL,0,1,0,"(5.8, 6.1]"
20251219,801120.SI,食品饮料,5.21,-0.56,-2.41,BULL,0,1,0,"(4.9, 5.2]"
20251219,801130.SI,纺织服饰,5.78,0.61,0.65,BULL,0,1,0,"(5.5, 5.8]"
20251219,801140.SI,轻工制造,6.79,1.69,6.9,BULL,0,1,0,"(6.7, 6.9]"
20251219,801150.SI,医药生物,5.65,-0.18,0.71,BULL,0,1,0,"(5.5, 5.8]"
20251219,801160.SI,公用事业,5.63,0.83,0.33,BULL,0,1,0,"(5.5, 5.8]"
20251219,801170.SI,交通运输,6.49,1.37,1.2,BULL,0,1,0,"(6.4, 6.7]"
20251219,801180.SI,房地产,4.9,1.91,-4.43,BULL,0,0,1,"(4.6, 4.9]"
20251219,801200.SI,商贸零售,6.66,0.16,9.19,BULL,0,1,0,"(6.7, 6.9]"
20251219,801210.SI,社会服务,6.5,-1.05,5.18,BULL,0,1,0,"(6.4, 6.7]"
20251219,801230.SI,综合,5.61,2.23,2.98,BULL,0,1,0,"(5.5, 5.8]"
20251219,801710.SI,建筑材料,6.28,4.56,2.85,BULL,0,1,0,"(6.1, 6.4]"
20251219,801720.SI,建筑装饰,5.58,2.26,1.0,BULL,0,1,0,"(5.5, 5.8]"
20251219,801730.SI,电力设备,5.84,5.37,1.77,BULL,0,1,0,"(5.8, 6.1]"
20251219,801740.SI,国防军工,7.3,6.0,10.37,BULL,1,0,0,"(7.2, 7.5]"
20251219,801750.SI,计算机,5.11,2.2,-0.55,BULL,0,1,0,"(4.9, 5.2]"
20251219,801760.SI,传媒,5.05,-0.18,0.29,BULL,0,1,0,"(4.9, 5.2]"
20251219,801770.SI,通信,7.78,4.07,18.71,BULL,1,0,0,"(7.5, 7.8]"
20251219,801780.SI,银行,5.22,-1.01,-2.54,BULL,0,1,0,"(5.2, 5.5]"
20251219,801790.SI,非银金融,7.11,2.09,6.8,BULL,1,0,0,"(6.9, 7.2]"
20251219,801880.SI,汽车,6.37,2.74,4.73,BULL,0,1,0,"(6.1, 6.4]"
