date,ts_code,name,score,forward_return,mom_20d,regime,high,medium,low,mom_score,slope_score,turnover_score,strength_score,score_bucket
20251231,801710.SI,建筑材料,6.51,3.68,2.9,BULL,0,1,0,6.4,5.42,9.78,5.134457890233467,"(6.4, 6.7]"
20251231,801720.SI,建筑装饰,6.3,5.72,0.6,BULL,0,1,0,6.02,5.14,9.96,4.869209143136535,"(6.1, 6.4]"
20251231,801730.SI,电力设备,6.3,5.02,2.95,BULL,0,1,0,5.95,5.22,9.85,4.944994499449945,"(6.1, 6.4]"
20251231,801740.SI,国防军工,7.81,13.63,17.17,BULL,1,0,0,9.57,6.24,9.49,5.911257792445911,"(7.5, 7.8]"
20251231,801750.SI,计算机,6.38,8.49,2.79,BULL,0,1,0,7.03,5.1,8.92,4.831316464979831,"(6.4, 6.7]"
20251231,801760.SI,传媒,6.17,13.1,1.91,BULL,0,1,0,7.1,5.02,8.0,4.755531108666421,"(6.1, 6.4]"
20251231,801770.SI,通信,6.71,1.66,9.95,BULL,0,1,0,6.97,5.79,8.98,5.484965163182984,"(6.7, 6.9]"
20251231,801780.SI,银行,5.66,-1.9,-1.82,BULL,0,1,0,5.03,4.91,8.78,4.651326243735484,"(5.5, 5.8]"
20251231,801790.SI,非银金融,6.48,2.6,7.91,BULL,0,1,0,6.77,5.66,8.47,5.361813959173695,"(6.4, 6.7]"
20251231,801880.SI,汽车,6.72,2.53,5.87,BULL,0,1,0,7.86,5.44,8.58,5.153404229311819,"(6.7, 6.9]"
20251231,801890.SI,机械设备,7.05,5.39,9.11,BULL,1,0,0,8.16,5.56,9.47,5.2670822637819334,"(6.9, 7.2]"
20251231,801950.SI,煤炭,4.71,6.27,-5.07,BULL,0,0,1,3.18,4.67,7.43,4.423970174795257,"(4.6, 4.9]"
20251231,801960.SI,石油石化,6.9,0.29,5.08,BULL,0,1,0,7.76,5.56,9.32,5.2670822637819334,"(6.7, 6.9]"
20251231,801970.SI,环保,6.0,3.88,1.04,BULL,0,1,0,5.58,5.15,9.08,4.878682312675712,"(5.8, 6.1]"
20251231,801980.SI,美容护理,5.8,2.55,-0.76,BULL,0,1,0,5.83,5.08,7.89,4.812370125901479,"(5.8, 6.1]"
20260105,801010.SI,农林牧渔,6.03,1.11,2.16,BULL,0,1,0,6.06,5.21,8.41,4.899587428710107,"(5.8, 6.1]"
20260105,801030.SI,基础化工,6.97,4.02,7.24,BULL,0,1,0,7.74,5.74,9.31,5.398009950248754,"(6.9, 7.2]"
20260105,801040.SI,钢铁,6.47,5.63,2.95,BULL,0,1,0,6.61,5.49,9.14,5.162904987258826,"(6.4, 6.7]"
20260105,801050.SI,有色金属,7.45,7.22,13.88,BULL,1,0,0,9.08,6.06,8.94,5.698944302875862,"(7.2, 7.5]"
20260105,801080.SI,电子,7.0,5.43,8.31,BULL,1,0,0,8.25,5.45,9.41,5.125288193180438,"(6.9, 7.2]"
20260105,801110.SI,家用电器,6.4,1.72,0.97,BULL,0,1,0,7.14,5.05,9.03,4.749120252396553,"(6.4, 6.7]"
20260105,801120.SI,食品饮料,5.38,0.76,-0.91,BULL,0,1,0,4.86,4.88,7.76,4.589248877563401,"(5.2, 5.5]"
20260105,801130.SI,纺织服饰,6.45,4.03,1.76,BULL,0,1,0,6.67,5.15,9.74,4.843162237592525,"(6.4, 6.7]"
20260105,801140.SI,轻工制造,6.65,3.79,3.74,BULL,0,1,0,6.94,5.34,9.9,5.021842009464869,"(6.4, 6.7]"
20260105,801150.SI,医药生物,6.12,4.66,0.77,BULL,0,1,0,6.75,4.86,8.7,4.570440480524207,"(6.1, 6.4]"
20260105,801160.SI,公用事业,5.34,2.98,-1.88,BULL,0,1,0,3.3,4.86,9.95,4.570440480524207,"(5.2, 5.5]"
20260105,801170.SI,交通运输,6.21,1.54,0.87,BULL,0,1,0,5.71,5.26,9.72,4.946608421308092,"(6.1, 6.4]"
20260105,801180.SI,房地产,6.03,3.4,-0.41,BULL,0,1,0,5.93,4.91,9.34,4.617461473122193,"(5.8, 6.1]"
20260105,801200.SI,商贸零售,5.9,6.87,5.53,BULL,0,1,0,6.21,5.58,6.65,5.247542773935201,"(5.8, 6.1]"
20260105,801210.SI,社会服务,6.26,6.95,2.02,BULL,0,1,0,6.49,5.09,9.24,4.786737046474941,"(6.1, 6.4]"
20260105,801230.SI,综合,6.24,13.05,5.34,BULL,0,1,0,6.54,4.94,9.43,4.645674068680984,"(6.1, 6.4]"
20260105,801710.SI,建筑材料,6.82,2.86,5.38,BULL,0,1,0,7.51,5.46,9.57,5.134692391700035,"(6.7, 6.9]"
20260105,801720.SI,建筑装饰,6.46,6.0,2.01,BULL,0,1,0,6.8,5.19,9.49,4.8807790316709125,"(6.4, 6.7]"
20260105,801730.SI,电力设备,6.62,3.4,4.82,BULL,0,1,0,7.31,5.24,9.43,4.927800024268898,"(6.4, 6.7]"
20260105,801740.SI,国防军工,7.81,17.02,19.56,BULL,1,0,0,9.93,6.32,8.81,5.943453464385389,"(7.5, 7.8]"
20260105,801750.SI,计算机,6.53,13.3,5.72,BULL,0,1,0,7.86,5.22,8.19,4.908991627229703,"(6.4, 6.7]"
20260105,801760.SI,传媒,6.35,17.1,6.55,BULL,0,1,0,7.98,5.19,7.2,4.8807790316709125,"(6.1, 6.4]"
20260105,801770.SI,通信,6.98,3.06,10.87,BULL,0,1,0,7.48,5.64,9.98,5.303967965052783,"(6.9, 7.2]"
20260105,801780.SI,银行,5.69,-1.27,-1.73,BULL,0,1,0,4.74,4.96,9.29,4.664482465720178,"(5.5, 5.8]"
20260105,801790.SI,非银金融,7.09,0.0,10.97,BULL,1,0,0,8.62,5.59,8.94,5.256946972454798,"(6.9, 7.2]"
20260105,801880.SI,汽车,6.87,2.6,6.15,BULL,0,1,0,7.87,5.49,9.23,5.162904987258826,"(6.7, 6.9]"
20260105,801890.SI,机械设备,7.02,6.02,9.74,BULL,1,0,0,8.46,5.61,8.78,5.275755369493992,"(6.9, 7.2]"
20260105,801950.SI,煤炭,5.17,5.21,-3.88,BULL,0,1,0,3.81,4.74,8.63,4.4575900982890415,"(4.9, 5.2]"
20260105,801960.SI,石油石化,6.33,0.59,4.24,BULL,0,1,0,7.12,5.69,7.18,5.350988957650769,"(6.1, 6.4]"
20260105,801970.SI,环保,6.55,2.79,3.13,BULL,0,1,0,7.03,5.18,9.62,4.871374833151315,"(6.4, 6.7]"
20260105,801980.SI,美容护理,6.39,2.41,2.69,BULL,0,1,0,7.4,5.12,8.43,4.814949642033732,"(6.4, 6.7]"
20260106,801010.SI,农林牧渔,6.45,-1.28,2.29,BULL,0,1,0,7.1,5.24,9.0,4.839132507149667,"(6.4, 6.7]"
20260106,801030.SI,基础化工,6.91,0.39,8.91,BULL,0,1,0,8.34,5.9,7.86,5.448641563393709,"(6.7, 6.9]"
20260106,801040.SI,钢铁,6.52,1.89,3.87,BULL,0,1,0,7.5,5.63,7.82,5.199296949475692,"(6.4, 6.7]"
20260106,801050.SI,有色金属,7.45,3.78,15.45,BULL,1,0,0,9.32,6.29,8.13,5.808806005719735,"(7.2, 7.5]"
20260106,801080.SI,电子,6.8,0.28,9.65,BULL,0,1,0,8.45,5.56,7.98,5.13465204957102,"(6.7, 6.9]"
20260106,801110.SI,家用电器,6.43,-0.33,1.11,BULL,0,1,0,7.17,5.16,8.97,4.765252621544329,"(6.4, 6.7]"
20260106,801120.SI,食品饮料,5.69,-0.65,-0.85,BULL,0,1,0,5.57,4.93,8.24,4.552847950428981,"(5.5, 5.8]"
20260106,801130.SI,纺织服饰,6.6,2.29,2.03,BULL,0,1,0,7.18,5.26,9.6,4.8576024785510015,"(6.4, 6.7]"
20260106,801140.SI,轻工制造,6.71,1.67,3.42,BULL,0,1,0,7.11,5.41,9.86,4.996127264061012,"(6.7, 6.9]"
20260106,801150.SI,医药生物,6.34,5.03,1.19,BULL,0,1,0,7.18,4.99,8.95,4.608257864632985,"(6.1, 6.4]"
20260106,801160.SI,公用事业,5.61,1.92,-1.05,BULL,0,1,0,4.65,4.89,9.3,4.515908007626312,"(5.5, 5.8]"
20260106,801170.SI,交通运输,6.43,0.12,1.77,BULL,0,1,0,6.57,5.3,9.57,4.894542421353671,"(6.4, 6.7]"
20260106,801180.SI,房地产,6.37,0.39,0.71,BULL,0,1,0,6.82,5.06,9.43,4.672902764537655,"(6.1, 6.4]"
20260106,801200.SI,商贸零售,6.31,4.06,5.91,BULL,0,1,0,6.69,5.52,8.25,5.097712106768352,"(6.1, 6.4]"
20260106,801210.SI,社会服务,6.57,4.94,2.34,BULL,0,1,0,7.35,5.15,9.46,4.756017635843662,"(6.4, 6.7]"
20260106,801230.SI,综合,6.7,9.95,6.5,BULL,0,1,0,7.65,5.03,9.91,4.645197807435654,"(6.7, 6.9]"
20260106,801710.SI,建筑材料,6.82,0.25,4.6,BULL,0,1,0,7.47,5.55,9.56,5.125417063870353,"(6.7, 6.9]"
20260106,801720.SI,建筑装饰,6.5,4.03,2.52,BULL,0,1,0,7.38,5.31,8.68,4.9037774070543385,"(6.4, 6.7]"
20260106,801730.SI,电力设备,6.62,1.38,4.3,BULL,0,1,0,7.55,5.33,8.97,4.922247378455673,"(6.4, 6.7]"
20260106,801740.SI,国防军工,7.91,7.28,20.58,BULL,1,0,0,10.0,6.49,8.96,5.99350571973308,"(7.8, 8.1]"
20260106,801750.SI,计算机,6.62,8.74,6.55,BULL,0,1,0,7.98,5.42,8.11,5.005362249761679,"(6.4, 6.7]"
20260106,801760.SI,传媒,6.56,16.79,7.23,BULL,0,1,0,8.08,5.38,7.73,4.96842230695901,"(6.4, 6.7]"
20260106,801770.SI,通信,6.58,0.87,8.68,BULL,0,1,0,6.81,5.49,9.49,5.07000714966635,"(6.4, 6.7]"
20260106,801780.SI,银行,5.9,-1.11,-0.68,BULL,0,1,0,5.65,5.01,8.99,4.626727836034319,"(5.8, 6.1]"
20260106,801790.SI,非银金融,6.67,-3.72,11.22,BULL,0,1,0,8.68,5.69,6.63,5.254706863679697,"(6.7, 6.9]"
20260106,801880.SI,汽车,6.83,-0.17,6.34,BULL,0,1,0,7.95,5.6,8.78,5.17159199237369,"(6.7, 6.9]"
20260106,801890.SI,机械设备,6.86,3.3,8.1,BULL,0,1,0,8.21,5.72,8.21,5.2824118207816975,"(6.7, 6.9]"
20260106,801950.SI,煤炭,5.78,2.39,-2.09,BULL,0,1,0,6.43,4.9,7.46,4.52514299332698,"(5.5, 5.8]"
20260106,801960.SI,石油石化,6.71,-0.58,6.67,BULL,0,1,0,8.0,5.87,7.44,5.420936606291708,"(6.7, 6.9]"
20260106,801970.SI,环保,6.59,1.14,2.27,BULL,0,1,0,7.12,5.25,9.66,4.848367492850334,"(6.4, 6.7]"
20260106,801980.SI,美容护理,6.53,2.09,2.03,BULL,0,1,0,7.31,5.2,9.16,4.802192564346998,"(6.4, 6.7]"
20260107,801010.SI,农林牧渔,6.34,-0.76,1.69,BULL,0,1,0,6.49,5.26,9.42,4.761431992057466,"(6.1, 6.4]"
20260107,801030.SI,基础化工,7.05,0.29,9.02,BULL,1,0,0,8.33,6.06,8.3,5.485604158149857,"(6.9, 7.2]"
20260107,801040.SI,钢铁,6.52,0.85,4.77,BULL,0,1,0,7.59,5.76,7.48,5.214039595865211,"(6.4, 6.7]"
20260107,801050.SI,有色金属,7.51,3.91,14.98,BULL,1,0,0,9.25,6.54,8.12,5.920107457805291,"(7.2, 7.5]"
20260107,801080.SI,电子,6.81,0.39,8.2,BULL,0,1,0,8.23,5.74,8.06,5.195935291712901,"(6.7, 6.9]"
20260107,801110.SI,家用电器,6.39,0.53,0.75,BULL,0,1,0,7.01,5.25,8.91,4.7523798399813115,"(6.4, 6.7]"
20260107,801120.SI,食品饮料,5.54,-0.96,-0.5,BULL,0,1,0,5.12,4.96,8.2,4.48986742977282,"(5.5, 5.8]"
20260107,801130.SI,纺织服饰,6.47,2.98,0.98,BULL,0,1,0,6.47,5.35,9.88,4.84290136074286,"(6.4, 6.7]"
20260107,801140.SI,轻工制造,6.42,1.97,2.76,BULL,0,1,0,6.78,5.48,8.87,4.960579337732875,"(6.4, 6.7]"
20260107,801150.SI,医药生物,6.46,4.25,1.69,BULL,0,1,0,7.25,5.13,9.19,4.6437540150674534,"(6.4, 6.7]"
20260107,801160.SI,公用事业,5.69,1.3,-0.5,BULL,0,1,0,4.94,4.9,9.38,4.435554517315891,"(5.5, 5.8]"
20260107,801170.SI,交通运输,6.29,-0.03,1.01,BULL,0,1,0,5.87,5.32,9.97,4.815744904514396,"(6.1, 6.4]"
20260107,801180.SI,房地产,6.5,-0.85,0.28,BULL,0,1,0,6.76,5.22,9.91,4.725223383752847,"(6.4, 6.7]"
20260107,801200.SI,商贸零售,6.06,4.48,4.75,BULL,0,1,0,6.49,5.49,7.5,4.969631489809029,"(5.8, 6.1]"
20260107,801210.SI,社会服务,6.56,5.92,2.25,BULL,0,1,0,7.34,5.22,9.38,4.725223383752847,"(6.4, 6.7]"
20260107,801230.SI,综合,6.84,8.93,7.36,BULL,0,1,0,8.1,5.28,9.46,4.779536296209777,"(6.7, 6.9]"
20260107,801710.SI,建筑材料,6.78,0.47,3.94,BULL,0,1,0,7.1,5.64,9.82,5.105413770951351,"(6.7, 6.9]"
20260107,801720.SI,建筑装饰,6.62,3.4,2.93,BULL,0,1,0,7.44,5.45,8.96,4.933422881504409,"(6.4, 6.7]"
20260107,801730.SI,电力设备,6.52,0.61,3.56,BULL,0,1,0,7.46,5.46,8.42,4.942475033580564,"(6.4, 6.7]"
20260107,801740.SI,国防军工,7.86,6.72,19.14,BULL,1,0,0,9.86,6.67,8.64,6.037785434795304,"(7.8, 8.1]"
20260107,801750.SI,计算机,6.68,13.38,4.13,BULL,0,1,0,7.62,5.63,8.56,5.096361618875197,"(6.7, 6.9]"
20260107,801760.SI,传媒,6.67,18.38,6.47,BULL,0,1,0,7.97,5.58,8.13,5.051100858494423,"(6.7, 6.9]"
20260107,801770.SI,通信,6.56,1.53,5.0,BULL,0,1,0,6.69,5.47,9.72,4.951527185656719,"(6.4, 6.7]"
20260107,801780.SI,银行,5.69,-2.26,-1.41,BULL,0,1,0,4.55,5.04,9.64,4.562284646382059,"(5.5, 5.8]"
20260107,801790.SI,非银金融,6.85,-3.44,7.91,BULL,0,1,0,8.19,5.8,8.13,5.2502482041698295,"(6.7, 6.9]"
20260107,801880.SI,汽车,6.67,-0.25,5.63,BULL,0,1,0,7.6,5.7,8.38,5.159726683408281,"(6.7, 6.9]"
20260107,801890.SI,机械设备,6.87,3.14,7.23,BULL,0,1,0,7.97,5.86,8.44,5.304561116626759,"(6.7, 6.9]"
20260107,801950.SI,煤炭,5.88,-0.68,1.79,BULL,0,1,0,7.27,5.08,6.42,4.598493254686679,"(5.8, 6.1]"
20260107,801960.SI,石油石化,6.67,1.79,5.71,BULL,0,1,0,7.22,6.0,8.23,5.431291245692927,"(6.7, 6.9]"
20260107,801970.SI,环保,6.56,1.52,1.99,BULL,0,1,0,7.0,5.34,9.59,4.833849208666706,"(6.4, 6.7]"
20260107,801980.SI,美容护理,6.34,3.57,0.88,BULL,0,1,0,6.18,5.24,9.94,4.743327687905158,"(6.1, 6.4]"
20260108,801010.SI,农林牧渔,6.02,-1.34,2.89,BULL,0,1,0,6.47,5.24,8.03,4.669157803966657,"(5.8, 6.1]"
20260108,801030.SI,基础化工,7.12,1.9,10.14,BULL,1,0,0,8.19,6.16,8.75,5.4889336016096575,"(6.9, 7.2]"
20260108,801040.SI,钢铁,6.81,0.2,7.4,BULL,0,1,0,7.74,5.82,8.66,5.185972980741592,"(6.7, 6.9]"
20260108,801050.SI,有色金属,7.71,7.01,16.72,BULL,1,0,0,9.1,6.66,9.17,5.934463926415637,"(7.5, 7.8]"
20260108,801080.SI,电子,7.04,2.03,7.41,BULL,1,0,0,8.06,5.94,9.06,5.292900258695028,"(6.9, 7.2]"
20260108,801110.SI,家用电器,6.47,0.26,1.9,BULL,0,1,0,6.76,5.3,9.7,4.722621442943375,"(6.4, 6.7]"
20260108,801120.SI,食品饮料,5.44,-0.93,-0.12,BULL,0,1,0,4.41,4.93,8.93,4.39292900258695,"(5.2, 5.5]"
20260108,801130.SI,纺织服饰,6.62,0.92,2.01,BULL,0,1,0,6.85,5.44,9.95,4.847369933889049,"(6.4, 6.7]"
20260108,801140.SI,轻工制造,6.45,0.32,3.97,BULL,0,1,0,7.19,5.55,8.35,4.945386605346363,"(6.4, 6.7]"
20260108,801150.SI,医药生物,6.5,2.29,3.23,BULL,0,1,0,7.48,5.26,8.84,4.686979016958896,"(6.4, 6.7]"
20260108,801160.SI,公用事业,6.01,0.72,0.28,BULL,0,1,0,5.7,4.92,9.87,4.3840183960908305,"(5.8, 6.1]"
20260108,801170.SI,交通运输,6.13,-0.11,2.3,BULL,0,1,0,6.11,5.31,8.91,4.731532049439494,"(6.1, 6.4]"
20260108,801180.SI,房地产,6.45,-2.0,4.07,BULL,0,1,0,7.61,5.36,8.14,4.776085081920092,"(6.4, 6.7]"
20260108,801200.SI,商贸零售,6.17,2.04,5.1,BULL,0,1,0,6.77,5.47,7.78,4.874101753377407,"(6.1, 6.4]"
20260108,801210.SI,社会服务,6.63,4.6,4.06,BULL,0,1,0,7.61,5.28,9.24,4.704800229951135,"(6.4, 6.7]"
20260108,801230.SI,综合,6.96,4.05,5.01,BULL,0,1,0,7.75,5.64,9.86,5.02558206381144,"(6.9, 7.2]"
20260108,801710.SI,建筑材料,6.94,-0.29,6.72,BULL,0,1,0,7.83,5.7,9.48,5.079045702788157,"(6.7, 6.9]"
20260108,801720.SI,建筑装饰,6.79,0.84,6.34,BULL,0,1,0,7.95,5.57,8.87,4.963207818338603,"(6.7, 6.9]"
20260108,801730.SI,电力设备,6.57,0.72,4.45,BULL,0,1,0,7.5,5.59,8.38,4.981029031330842,"(6.4, 6.7]"
20260108,801740.SI,国防军工,7.8,-0.42,23.95,BULL,1,0,0,10.0,6.84,7.81,6.0948548433457885,"(7.5, 7.8]"
20260108,801750.SI,计算机,6.66,9.27,6.48,BULL,0,1,0,7.97,5.83,7.57,5.194883587237712,"(6.7, 6.9]"
20260108,801760.SI,传媒,6.85,12.93,8.8,BULL,0,1,0,8.32,5.79,8.08,5.1592411612532345,"(6.7, 6.9]"
20260108,801770.SI,通信,6.16,2.92,1.74,BULL,0,1,0,5.75,5.5,9.17,4.900833572865766,"(6.1, 6.4]"
20260108,801780.SI,银行,5.29,-2.07,-2.23,BULL,0,1,0,3.08,5.05,9.88,4.499856280540385,"(5.2, 5.5]"
20260108,801790.SI,非银金融,6.45,-1.71,6.33,BULL,0,1,0,6.81,5.8,8.32,5.168151767749353,"(6.4, 6.7]"
20260108,801880.SI,汽车,6.78,-0.16,6.08,BULL,0,1,0,7.41,5.76,9.15,5.132509341764875,"(6.7, 6.9]"
20260108,801890.SI,机械设备,6.96,2.51,8.58,BULL,0,1,0,8.08,5.97,8.57,5.319632078183386,"(6.9, 7.2]"
20260108,801950.SI,煤炭,6.14,-1.19,3.62,BULL,0,1,0,7.54,5.21,7.09,4.642425984478298,"(6.1, 6.4]"
20260108,801960.SI,石油石化,6.95,2.37,6.71,BULL,0,1,0,7.17,6.06,9.66,5.399827536648462,"(6.9, 7.2]"
20260108,801970.SI,环保,6.67,1.14,3.25,BULL,0,1,0,7.24,5.41,9.69,4.82063811440069,"(6.7, 6.9]"
20260108,801980.SI,美容护理,6.28,2.28,1.94,BULL,0,1,0,6.61,5.28,9.02,4.704800229951135,"(6.1, 6.4]"
20260109,801010.SI,农林牧渔,6.43,-3.27,2.32,BULL,0,1,0,6.63,5.24,9.94,4.578095935967534,"(6.4, 6.7]"
20260109,801030.SI,基础化工,7.09,0.9,10.54,BULL,1,0,0,8.17,6.24,8.58,5.451778366495689,"(6.9, 7.2]"
20260109,801040.SI,钢铁,6.72,-1.91,7.58,BULL,0,1,0,7.8,5.88,8.11,5.1372526915055525,"(6.7, 6.9]"
20260109,801050.SI,有色金属,7.87,3.03,18.73,BULL,1,0,0,9.64,6.77,9.05,5.91483005467561,"(7.8, 8.1]"
20260109,801080.SI,电子,7.04,3.77,8.81,BULL,1,0,0,8.21,6.12,8.55,5.34693647483231,"(6.9, 7.2]"
20260109,801110.SI,家用电器,6.54,-0.34,2.91,BULL,0,1,0,7.44,5.37,8.95,4.691674651936194,"(6.4, 6.7]"
20260109,801120.SI,食品饮料,5.67,-2.1,0.3,BULL,0,1,0,5.14,4.93,9.08,4.307254382503805,"(5.5, 5.8]"
20260109,801130.SI,纺织服饰,6.79,-0.55,3.04,BULL,0,1,0,7.46,5.57,9.7,4.866411138041825,"(6.7, 6.9]"
20260109,801140.SI,轻工制造,6.84,-1.11,4.23,BULL,0,1,0,7.35,5.65,9.94,4.936305732484078,"(6.7, 6.9]"
20260109,801150.SI,医药生物,6.52,-0.68,4.64,BULL,0,1,0,7.7,5.43,8.34,4.744095597767883,"(6.4, 6.7]"
20260109,801160.SI,公用事业,6.12,0.06,0.47,BULL,0,1,0,6.19,4.96,9.71,4.33346485541965,"(6.1, 6.4]"
20260109,801170.SI,交通运输,6.03,-0.94,1.57,BULL,0,1,0,5.96,5.32,8.76,4.647990530409786,"(5.8, 6.1]"
20260109,801180.SI,房地产,6.58,-3.52,2.24,BULL,0,1,0,7.34,5.58,8.83,4.875147962347107,"(6.4, 6.7]"
20260109,801200.SI,商贸零售,6.78,-1.47,5.49,BULL,0,1,0,7.65,5.56,9.42,4.857674313736543,"(6.7, 6.9]"
20260109,801210.SI,社会服务,6.57,1.53,4.09,BULL,0,1,0,7.61,5.4,8.81,4.717885124852039,"(6.4, 6.7]"
20260109,801230.SI,综合,7.21,-1.02,8.39,BULL,1,0,0,8.26,6.06,9.45,5.294515529000621,"(6.9, 7.2]"
20260109,801710.SI,建筑材料,6.9,-0.67,6.02,BULL,0,1,0,7.5,5.78,9.7,5.0498844484527385,"(6.7, 6.9]"
20260109,801720.SI,建筑装饰,6.86,0.27,6.86,BULL,0,1,0,8.03,5.71,8.86,4.988726678315767,"(6.7, 6.9]"
20260109,801730.SI,电力设备,6.64,0.79,6.09,BULL,0,1,0,7.74,5.69,8.25,4.9712530297052036,"(6.4, 6.7]"
20260109,801740.SI,国防军工,7.86,-4.92,27.15,BULL,1,0,0,10.0,7.07,7.72,6.176934783834058,"(7.8, 8.1]"
20260109,801750.SI,计算机,6.79,3.82,10.26,BULL,0,1,0,8.54,6.05,6.99,5.28577870469534,"(6.7, 6.9]"
20260109,801760.SI,传媒,6.97,2.04,13.44,BULL,0,1,0,9.02,6.12,6.99,5.34693647483231,"(6.9, 7.2]"
20260109,801770.SI,通信,6.03,1.42,1.33,BULL,0,1,0,5.99,5.57,8.1,4.866411138041825,"(5.8, 6.1]"
20260109,801780.SI,银行,5.18,-3.03,-1.09,BULL,0,1,0,2.85,5.01,9.87,4.377148976946058,"(4.9, 5.2]"
20260109,801790.SI,非银金融,6.41,-2.63,5.79,BULL,0,1,0,6.57,5.75,8.72,5.023673975536893,"(6.4, 6.7]"
20260109,801880.SI,汽车,6.84,0.49,6.21,BULL,0,1,0,7.59,5.85,9.13,5.111042218589708,"(6.7, 6.9]"
20260109,801890.SI,机械设备,7.06,1.91,9.71,BULL,1,0,0,8.43,6.13,8.29,5.355673299137592,"(6.9, 7.2]"
20260109,801950.SI,煤炭,6.5,-3.11,4.35,BULL,0,1,0,7.65,5.35,8.49,4.6742010033256305,"(6.4, 6.7]"
20260109,801960.SI,石油石化,6.53,-0.27,7.85,BULL,0,1,0,7.43,6.1,7.24,5.3294628262217465,"(6.4, 6.7]"
20260109,801970.SI,环保,6.74,0.27,4.19,BULL,0,1,0,7.63,5.5,9.38,4.805253367904855,"(6.7, 6.9]"
20260109,801980.SI,美容护理,6.72,-0.21,3.23,BULL,0,1,0,7.48,5.34,9.86,4.66546417902035,"(6.7, 6.9]"
20260112,801010.SI,农林牧渔,6.42,-2.47,3.31,BULL,0,1,0,6.87,5.21,9.66,4.481160867876367,"(6.4, 6.7]"
20260112,801030.SI,基础化工,7.04,3.31,12.21,BULL,1,0,0,8.32,6.27,8.16,5.392874979190943,"(6.9, 7.2]"
20260112,801040.SI,钢铁,6.82,-3.08,11.65,BULL,0,1,0,8.75,5.92,7.19,5.091837300926697,"(6.7, 6.9]"
20260112,801050.SI,有色金属,7.87,2.18,21.09,BULL,1,0,0,9.8,6.87,8.67,5.908939570501083,"(7.8, 8.1]"
20260112,801080.SI,电子,7.15,1.77,12.41,BULL,1,0,0,8.79,6.25,8.02,5.375672826147273,"(6.9, 7.2]"
20260112,801110.SI,家用电器,6.39,-0.1,4.74,BULL,0,1,0,7.71,5.43,7.76,4.670384551356751,"(6.4, 6.7]"
20260112,801120.SI,食品饮料,6.04,-2.72,1.46,BULL,0,1,0,6.19,4.93,9.46,4.240330725264969,"(5.8, 6.1]"
20260112,801130.SI,纺织服饰,6.84,-1.22,7.53,BULL,0,1,0,8.13,5.66,8.85,4.868209311358971,"(6.7, 6.9]"
20260112,801140.SI,轻工制造,6.9,-1.29,7.56,BULL,0,1,0,8.13,5.72,9.02,4.9198157704899845,"(6.7, 6.9]"
20260112,801150.SI,医药生物,6.58,-1.99,6.3,BULL,0,1,0,7.94,5.59,7.98,4.808001775706121,"(6.4, 6.7]"
20260112,801160.SI,公用事业,6.22,0.4,2.11,BULL,0,1,0,7.32,5.01,8.49,4.309139337439654,"(6.1, 6.4]"
20260112,801170.SI,交通运输,6.47,-0.66,4.06,BULL,0,1,0,7.09,5.3,9.4,4.558570556572887,"(6.4, 6.7]"
20260112,801180.SI,房地产,6.71,-2.18,5.15,BULL,0,1,0,7.59,5.7,8.91,4.902613617446313,"(6.7, 6.9]"
20260112,801200.SI,商贸零售,7.04,-2.38,10.69,BULL,1,0,0,8.6,5.62,9.24,4.833805005271628,"(6.9, 7.2]"
20260112,801210.SI,社会服务,6.66,-0.02,9.09,BULL,0,1,0,8.36,5.54,7.86,4.7649963930969435,"(6.7, 6.9]"
20260112,801230.SI,综合,7.47,-0.85,14.31,BULL,1,0,0,9.15,6.38,8.79,5.487486820931137,"(7.2, 7.5]"
20260112,801710.SI,建筑材料,6.88,-0.03,7.89,BULL,0,1,0,7.91,5.83,8.98,5.014427612230177,"(6.7, 6.9]"
20260112,801720.SI,建筑装饰,6.9,-0.88,9.26,BULL,0,1,0,8.39,5.83,8.35,5.014427612230177,"(6.7, 6.9]"
20260112,801730.SI,电力设备,6.64,2.13,6.9,BULL,0,1,0,7.79,5.78,8.09,4.971422229620998,"(6.4, 6.7]"
20260112,801740.SI,国防军工,8.04,-8.69,34.67,BULL,1,0,0,10.0,7.31,8.19,6.287386937461851,"(7.8, 8.1]"
20260112,801750.SI,计算机,7.2,-4.7,20.64,BULL,1,0,0,10.0,6.31,6.31,5.427279285278287,"(6.9, 7.2]"
20260112,801760.SI,传媒,7.26,-5.59,24.94,BULL,1,0,0,10.0,6.5,6.18,5.590699739193164,"(7.2, 7.5]"
20260112,801770.SI,通信,6.53,-2.23,7.48,BULL,0,1,0,7.83,5.6,7.87,4.816602852227956,"(6.4, 6.7]"
20260112,801780.SI,银行,5.25,-3.9,-0.97,BULL,0,1,0,3.47,4.98,9.49,4.283336107874148,"(5.2, 5.5]"
20260112,801790.SI,非银金融,6.18,-3.33,7.42,BULL,0,1,0,6.94,5.67,7.3,4.8768103878808065,"(6.1, 6.4]"
20260112,801880.SI,汽车,6.83,1.58,7.87,BULL,0,1,0,7.83,5.91,8.65,5.083236224404861,"(6.7, 6.9]"
20260112,801890.SI,机械设备,7.29,0.79,13.51,BULL,1,0,0,9.03,6.27,8.31,5.392874979190943,"(7.2, 7.5]"
20260112,801950.SI,煤炭,6.56,-1.91,4.64,BULL,0,1,0,7.57,5.45,8.75,4.687586704400423,"(6.4, 6.7]"
