date,ts_code,name,score,forward_return,mom_20d,regime,high,medium,low,mom_score,slope_score,turnover_score,strength_score,score_bucket
20251211,801040.SI,钢铁,4.44,1.1,-8.96,BULL,0,0,1,2.24,4.31,7.93,4.431803104683561,"(4.4, 4.6]"
20251211,801050.SI,有色金属,6.31,1.05,-2.41,BULL,0,1,0,5.29,5.37,9.98,5.521759320684623,"(6.1, 6.4]"
20251211,801080.SI,电子,6.45,-1.58,-1.1,BULL,0,1,0,5.66,5.54,9.69,5.696563619477246,"(6.4, 6.7]"
20251211,801110.SI,家用电器,5.83,0.08,-1.94,BULL,0,1,0,4.29,5.24,9.44,5.388085445137323,"(5.8, 6.1]"
20251211,801120.SI,食品饮料,4.79,1.2,-6.32,BULL,0,0,1,2.25,4.42,9.37,4.5449117686082,"(4.6, 4.9]"
20251211,801130.SI,纺织服饰,4.98,-0.02,-5.92,BULL,0,0,1,2.32,4.54,9.89,4.6683030383441695,"(4.9, 5.2]"
20251211,801140.SI,轻工制造,6.15,-0.49,-0.76,BULL,0,1,0,5.31,5.34,9.25,5.490911503250631,"(6.1, 6.4]"
20251211,801150.SI,医药生物,5.07,-1.23,-6.09,BULL,0,1,0,3.02,4.61,9.13,4.740281279023485,"(4.9, 5.2]"
20251211,801160.SI,公用事业,5.18,0.1,-4.82,BULL,0,1,0,3.31,4.71,9.01,4.843107337136792,"(4.9, 5.2]"
20251211,801170.SI,交通运输,5.2,1.63,-6.0,BULL,0,1,0,3.04,4.63,9.68,4.760846490646146,"(4.9, 5.2]"
20251211,801180.SI,房地产,4.68,-2.78,-8.89,BULL,0,0,1,2.09,4.1,9.85,4.215868382645615,"(4.6, 4.9]"
20251211,801200.SI,商贸零售,5.18,1.58,-4.59,BULL,0,1,0,4.22,4.84,7.3,4.9767812126840925,"(4.9, 5.2]"
20251211,801210.SI,社会服务,5.42,0.72,-3.19,BULL,0,1,0,3.6,4.88,9.32,5.017911635929416,"(5.2, 5.5]"
20251211,801230.SI,综合,5.51,-4.81,-2.38,BULL,0,1,0,4.72,4.97,7.87,5.110455088231392,"(5.5, 5.8]"
20251211,801710.SI,建筑材料,5.73,-0.72,-3.96,BULL,0,1,0,4.35,4.98,9.48,5.120737694042723,"(5.5, 5.8]"
20251211,801720.SI,建筑装饰,5.11,-0.74,-5.82,BULL,0,1,0,2.91,4.67,9.34,4.801976913891469,"(4.9, 5.2]"
20251211,801730.SI,电力设备,5.26,-2.59,-9.03,BULL,0,1,0,3.41,4.52,9.75,4.647737826721507,"(5.2, 5.5]"
20251211,801740.SI,国防军工,6.95,1.24,5.18,BULL,0,1,0,7.46,5.54,9.5,5.696563619477246,"(6.9, 7.2]"
20251211,801750.SI,计算机,4.64,-0.52,-5.31,BULL,0,0,1,2.31,4.64,7.99,4.771129096457477,"(4.6, 4.9]"
20251211,801760.SI,传媒,5.08,-0.83,-3.61,BULL,0,1,0,3.29,4.86,8.16,4.997346424306754,"(4.9, 5.2]"
20251211,801770.SI,通信,7.71,-0.37,12.56,BULL,1,0,0,8.24,6.73,9.11,6.9201937110256075,"(7.5, 7.8]"
20251211,801780.SI,银行,4.77,1.12,-3.81,BULL,0,0,1,2.43,4.67,8.36,4.801976913891469,"(4.6, 4.9]"
20251211,801790.SI,非银金融,5.86,3.47,-2.96,BULL,0,1,0,5.01,4.96,9.23,5.100172482420061,"(5.8, 6.1]"
20251211,801880.SI,汽车,6.15,-1.13,-1.9,BULL,0,1,0,5.37,5.17,9.57,5.316107204458007,"(6.1, 6.4]"
20251211,801890.SI,机械设备,6.54,-1.53,0.88,BULL,0,1,0,6.25,5.43,9.57,5.583454955552607,"(6.4, 6.7]"
20251211,801950.SI,煤炭,4.28,0.64,-9.09,BULL,0,0,1,2.31,4.22,7.24,4.339259652381584,"(4.1, 4.4]"
20251211,801960.SI,石油石化,4.87,1.03,-4.98,BULL,0,0,1,2.92,4.59,8.31,4.719716067400823,"(4.6, 4.9]"
20251211,801970.SI,环保,5.22,-1.42,-5.69,BULL,0,1,0,3.42,4.53,9.46,4.6580204325328385,"(5.2, 5.5]"
20251211,801980.SI,美容护理,4.56,0.77,-8.24,BULL,0,0,1,2.33,4.25,8.55,4.370107469815577,"(4.4, 4.6]"
20251212,801010.SI,农林牧渔,5.44,0.87,-3.47,BULL,0,1,0,3.94,4.71,9.44,4.781256139891284,"(5.2, 5.5]"
20251212,801030.SI,基础化工,4.99,2.58,-6.68,BULL,0,0,1,3.16,4.62,8.55,4.689894557600368,"(4.9, 5.2]"
20251212,801040.SI,钢铁,5.04,2.09,-8.02,BULL,0,1,0,2.76,4.41,9.96,4.476717532254897,"(4.9, 5.2]"
20251212,801050.SI,有色金属,6.62,1.46,1.07,BULL,0,1,0,6.34,5.52,9.68,5.60351038050953,"(6.4, 6.7]"
20251212,801080.SI,电子,6.76,-3.28,3.55,BULL,0,1,0,6.79,5.63,9.42,5.7151745366428734,"(6.7, 6.9]"
20251212,801110.SI,家用电器,6.06,0.16,-0.73,BULL,0,1,0,4.8,5.25,9.9,5.329425633636782,"(5.8, 6.1]"
20251212,801120.SI,食品饮料,4.99,1.05,-4.81,BULL,0,0,1,2.87,4.41,9.54,4.476717532254897,"(4.9, 5.2]"
20251212,801130.SI,纺织服饰,4.85,2.18,-6.23,BULL,0,0,1,2.33,4.52,9.39,4.588381688388238,"(4.6, 4.9]"
20251212,801140.SI,轻工制造,6.25,1.8,-0.52,BULL,0,1,0,5.3,5.39,9.7,5.4715436505337625,"(6.1, 6.4]"
20251212,801150.SI,医药生物,5.17,-0.14,-6.09,BULL,0,1,0,3.07,4.72,9.37,4.791407426812498,"(4.9, 5.2]"
20251212,801160.SI,公用事业,5.59,-0.59,-3.45,BULL,0,1,0,4.37,4.81,9.26,4.882769009103413,"(5.5, 5.8]"
20251212,801170.SI,交通运输,5.2,2.04,-5.78,BULL,0,1,0,3.12,4.72,9.44,4.791407426812498,"(4.9, 5.2]"
20251212,801180.SI,房地产,4.22,-0.41,-9.63,BULL,0,0,1,1.97,4.13,7.73,4.192481498460935,"(4.1, 4.4]"
20251212,801200.SI,商贸零售,5.34,6.66,-5.04,BULL,0,1,0,3.6,4.92,8.92,4.994433165236756,"(5.2, 5.5]"
20251212,801210.SI,社会服务,5.57,2.66,-2.52,BULL,0,1,0,3.86,4.89,9.74,4.963979304473117,"(5.5, 5.8]"
20251212,801230.SI,综合,5.24,-1.53,-5.03,BULL,0,1,0,3.98,5.07,7.48,5.14670246905495,"(5.2, 5.5]"
20251212,801710.SI,建筑材料,5.54,0.64,-3.61,BULL,0,1,0,4.17,5.06,8.71,5.136551182133736,"(5.5, 5.8]"
20251212,801720.SI,建筑装饰,5.2,-0.1,-5.07,BULL,0,1,0,3.32,4.75,9.06,4.821861287576136,"(4.9, 5.2]"
20251212,801730.SI,电力设备,5.55,-3.12,-6.02,BULL,0,1,0,4.51,4.77,8.97,4.842163861418562,"(5.5, 5.8]"
20251212,801740.SI,国防军工,6.98,1.53,6.84,BULL,0,1,0,7.93,5.6,8.92,5.684720675879234,"(6.9, 7.2]"
20251212,801750.SI,计算机,4.99,-0.68,-2.61,BULL,0,0,1,3.42,4.59,8.27,4.659440696836729,"(4.9, 5.2]"
20251212,801760.SI,传媒,5.13,-0.18,-0.79,BULL,0,1,0,4.08,4.78,7.48,4.852315148339775,"(4.9, 5.2]"
20251212,801770.SI,通信,7.84,-0.89,16.77,BULL,1,0,0,8.91,6.78,8.77,6.882572532582358,"(7.8, 8.1]"
20251212,801780.SI,银行,4.83,1.0,-4.36,BULL,0,0,1,2.35,4.64,8.96,4.7101971314427935,"(4.6, 4.9]"
20251212,801790.SI,非银金融,6.32,2.9,-0.82,BULL,0,1,0,5.94,5.1,9.83,5.177156329818588,"(6.1, 6.4]"
20251212,801880.SI,汽车,6.39,-0.1,-0.3,BULL,0,1,0,5.92,5.26,9.81,5.339576920557994,"(6.4, 6.7]"
20251212,801890.SI,机械设备,6.74,-1.56,3.08,BULL,0,1,0,6.98,5.54,9.27,5.623812954351957,"(6.7, 6.9]"
20251212,801950.SI,煤炭,4.56,0.33,-8.7,BULL,0,0,1,2.45,4.29,8.32,4.354902089200342,"(4.4, 4.6]"
20251212,801960.SI,石油石化,4.81,1.6,-5.4,BULL,0,0,1,2.79,4.58,8.34,4.649289409915516,"(4.6, 4.9]"
20251212,801970.SI,环保,5.31,0.25,-5.25,BULL,0,1,0,3.73,4.64,9.26,4.7101971314427935,"(5.2, 5.5]"
20251212,801980.SI,美容护理,4.65,2.87,-7.52,BULL,0,0,1,2.47,4.28,8.75,4.34475080227913,"(4.6, 4.9]"
20251215,801010.SI,农林牧渔,5.96,0.27,-1.72,BULL,0,1,0,5.47,4.8,9.6,4.803719008264463,"(5.8, 6.1]"
20251215,801030.SI,基础化工,5.14,3.16,-6.77,BULL,0,1,0,3.49,4.78,8.5,4.783703512396694,"(4.9, 5.2]"
20251215,801040.SI,钢铁,5.24,2.08,-7.47,BULL,0,1,0,3.24,4.58,9.89,4.583548553719009,"(5.2, 5.5]"
20251215,801050.SI,有色金属,6.56,4.41,1.25,BULL,0,1,0,6.14,5.64,9.47,5.644369834710744,"(6.4, 6.7]"
20251215,801080.SI,电子,6.36,1.72,0.87,BULL,0,1,0,5.47,5.68,9.39,5.68440082644628,"(6.1, 6.4]"
20251215,801110.SI,家用电器,5.99,0.21,0.25,BULL,0,1,0,5.06,5.25,9.25,5.254067665289256,"(5.8, 6.1]"
20251215,801120.SI,食品饮料,5.06,0.26,-4.48,BULL,0,1,0,3.37,4.44,9.14,4.443440082644629,"(4.9, 5.2]"
20251215,801130.SI,纺织服饰,4.57,1.59,-6.49,BULL,0,0,1,2.5,4.55,7.72,4.553525309917355,"(4.4, 4.6]"
20251215,801140.SI,轻工制造,6.31,1.39,-0.19,BULL,0,1,0,5.33,5.43,9.98,5.434207128099173,"(6.1, 6.4]"
20251215,801150.SI,医药生物,4.67,0.83,-5.56,BULL,0,0,1,2.26,4.75,8.09,4.7536802685950414,"(4.6, 4.9]"
20251215,801160.SI,公用事业,5.76,-0.74,-2.92,BULL,0,1,0,4.55,4.89,9.77,4.8937887396694215,"(5.5, 5.8]"
20251215,801170.SI,交通运输,5.35,2.52,-4.62,BULL,0,1,0,3.6,4.81,9.32,4.813726756198347,"(5.2, 5.5]"
20251215,801180.SI,房地产,3.88,1.39,-11.34,BULL,0,0,1,1.44,4.19,6.74,4.193246384297521,"(3.8, 4.1]"
20251215,801200.SI,商贸零售,5.65,6.53,-3.83,BULL,0,1,0,4.73,5.06,8.48,5.063920454545454,"(5.5, 5.8]"
20251215,801210.SI,社会服务,5.03,3.0,-3.64,BULL,0,1,0,3.37,4.92,7.8,4.923811983471074,"(4.9, 5.2]"
20251215,801230.SI,综合,4.86,2.24,-6.2,BULL,0,0,1,3.45,5.17,6.17,5.1740056818181825,"(4.6, 4.9]"
20251215,801710.SI,建筑材料,5.98,0.62,-1.82,BULL,0,1,0,5.3,5.15,9.08,5.153990185950414,"(5.8, 6.1]"
20251215,801720.SI,建筑装饰,5.12,0.53,-4.8,BULL,0,1,0,3.26,4.83,8.63,4.833742252066116,"(4.9, 5.2]"
20251215,801730.SI,电力设备,5.63,-0.96,-6.46,BULL,0,1,0,4.14,4.98,9.48,4.983858471074381,"(5.5, 5.8]"
20251215,801740.SI,国防军工,7.03,1.27,6.04,BULL,1,0,0,7.83,5.72,9.12,5.7244318181818175,"(6.9, 7.2]"
20251215,801750.SI,计算机,4.53,1.24,-5.43,BULL,0,0,1,2.49,4.57,7.48,4.573540805785124,"(4.4, 4.6]"
20251215,801760.SI,传媒,4.63,0.86,-2.57,BULL,0,0,1,3.18,4.66,6.75,4.663610537190083,"(4.4, 4.6]"
20251215,801770.SI,通信,7.76,5.35,13.32,BULL,1,0,0,7.96,6.81,9.84,6.815276342975206,"(7.5, 7.8]"
20251215,801780.SI,银行,4.79,0.56,-3.18,BULL,0,0,1,2.75,4.58,8.38,4.583548553719009,"(4.6, 4.9]"
20251215,801790.SI,非银金融,6.72,1.31,1.89,BULL,0,1,0,7.07,5.24,9.88,5.244059917355372,"(6.7, 6.9]"
20251215,801880.SI,汽车,6.01,1.8,-1.27,BULL,0,1,0,5.14,5.33,9.02,5.334129648760331,"(5.8, 6.1]"
20251215,801890.SI,机械设备,6.56,0.95,1.41,BULL,0,1,0,6.08,5.63,9.6,5.63436208677686,"(6.4, 6.7]"
20251215,801950.SI,煤炭,4.43,0.56,-9.78,BULL,0,0,1,2.28,4.43,7.65,4.433432334710743,"(4.4, 4.6]"
20251215,801960.SI,石油石化,4.69,2.27,-5.75,BULL,0,0,1,3.1,4.64,7.21,4.643595041322314,"(4.6, 4.9]"
20251215,801970.SI,环保,5.44,0.55,-5.7,BULL,0,1,0,3.56,4.76,9.98,4.763688016528925,"(5.2, 5.5]"
20251215,801980.SI,美容护理,4.63,2.58,-7.01,BULL,0,0,1,2.58,4.3,8.52,4.303331611570248,"(4.4, 4.6]"
20251216,801010.SI,农林牧渔,5.81,0.2,-1.55,BULL,0,1,0,5.07,4.86,9.3,4.853737113402063,"(5.8, 6.1]"
20251216,801030.SI,基础化工,4.97,5.15,-5.82,BULL,0,0,1,2.75,4.81,8.73,4.803801546391753,"(4.9, 5.2]"
20251216,801040.SI,钢铁,4.99,3.62,-6.43,BULL,0,0,1,2.59,4.6,9.56,4.594072164948454,"(4.9, 5.2]"
20251216,801050.SI,有色金属,6.21,7.88,1.25,BULL,0,1,0,5.07,5.6,9.46,5.592783505154639,"(6.1, 6.4]"
20251216,801080.SI,电子,6.11,3.87,-0.77,BULL,0,1,0,4.69,5.68,9.33,5.672680412371134,"(6.1, 6.4]"
20251216,801110.SI,家用电器,5.78,0.58,0.4,BULL,0,1,0,4.49,5.2,9.16,5.193298969072165,"(5.5, 5.8]"
20251216,801120.SI,食品饮料,4.99,-0.23,-4.52,BULL,0,0,1,3.43,4.49,8.57,4.484213917525774,"(4.9, 5.2]"
20251216,801130.SI,纺织服饰,4.57,2.1,-7.32,BULL,0,0,1,1.97,4.55,8.53,4.544136597938145,"(4.4, 4.6]"
20251216,801140.SI,轻工制造,6.05,2.23,-0.48,BULL,0,1,0,4.54,5.41,9.9,5.403028350515465,"(5.8, 6.1]"
20251216,801150.SI,医药生物,4.65,2.14,-6.39,BULL,0,0,1,2.04,4.72,8.4,4.713917525773196,"(4.6, 4.9]"
20251216,801160.SI,公用事业,5.33,0.31,-2.95,BULL,0,1,0,3.16,4.92,9.63,4.913659793814434,"(5.2, 5.5]"
20251216,801170.SI,交通运输,5.21,2.4,-3.64,BULL,0,1,0,3.4,4.86,8.82,4.853737113402063,"(4.9, 5.2]"
20251216,801180.SI,房地产,4.23,1.61,-10.58,BULL,0,0,1,1.41,4.19,8.57,4.184600515463918,"(4.1, 4.4]"
20251216,801200.SI,商贸零售,5.95,3.46,-1.22,BULL,0,1,0,6.07,5.21,7.63,5.203286082474228,"(5.8, 6.1]"
20251216,801210.SI,社会服务,5.56,0.74,-2.94,BULL,0,1,0,3.66,4.94,9.98,4.933634020618557,"(5.5, 5.8]"
20251216,801230.SI,综合,4.69,5.14,-7.18,BULL,0,0,1,2.37,5.15,7.01,5.143363402061857,"(4.6, 4.9]"
20251216,801710.SI,建筑材料,5.68,3.02,-1.96,BULL,0,1,0,4.03,5.17,9.44,5.163337628865979,"(5.5, 5.8]"
20251216,801720.SI,建筑装饰,4.9,2.11,-5.14,BULL,0,0,1,2.23,4.83,9.09,4.823775773195877,"(4.6, 4.9]"
20251216,801730.SI,电力设备,5.26,2.88,-6.16,BULL,0,1,0,2.88,5.04,9.38,5.033505154639176,"(5.2, 5.5]"
20251216,801740.SI,国防军工,6.78,1.25,6.12,BULL,0,1,0,7.13,5.75,8.83,5.742590206185567,"(6.7, 6.9]"
20251216,801750.SI,计算机,4.61,1.42,-7.44,BULL,0,0,1,1.88,4.55,8.86,4.544136597938145,"(4.4, 4.6]"
20251216,801760.SI,传媒,4.27,3.1,-6.42,BULL,0,0,1,2.04,4.52,6.99,4.514175257731959,"(4.1, 4.4]"
20251216,801770.SI,通信,7.41,7.98,9.98,BULL,1,0,0,6.89,6.75,9.86,6.741301546391753,"(7.2, 7.5]"
20251216,801780.SI,银行,4.6,1.48,-3.38,BULL,0,0,1,2.67,4.49,7.8,4.484213917525774,"(4.4, 4.6]"
20251216,801790.SI,非银金融,6.44,2.13,1.4,BULL,0,1,0,6.57,5.36,8.94,5.353092783505156,"(6.4, 6.7]"
20251216,801880.SI,汽车,5.96,1.52,-0.78,BULL,0,1,0,4.76,5.34,9.31,5.333118556701031,"(5.8, 6.1]"
20251216,801890.SI,机械设备,6.24,3.26,-0.3,BULL,0,1,0,4.86,5.64,9.83,5.632731958762887,"(6.1, 6.4]"
20251216,801950.SI,煤炭,4.63,1.45,-8.0,BULL,0,0,1,2.08,4.46,8.89,4.454252577319588,"(4.4, 4.6]"
20251216,801960.SI,石油石化,4.98,3.77,-5.45,BULL,0,0,1,2.68,4.63,9.31,4.62403350515464,"(4.9, 5.2]"
20251216,801970.SI,环保,5.11,1.98,-5.76,BULL,0,1,0,2.37,4.8,9.98,4.793814432989691,"(4.9, 5.2]"
20251216,801980.SI,美容护理,5.08,0.22,-6.33,BULL,0,1,0,3.04,4.37,9.93,4.364368556701032,"(4.9, 5.2]"
20251217,801010.SI,农林牧渔,5.73,-0.11,-2.26,BULL,0,1,0,4.45,4.92,9.74,4.882827506723012,"(5.5, 5.8]"
20251217,801030.SI,基础化工,5.52,4.4,-4.03,BULL,0,1,0,4.46,4.94,8.59,4.902676399026764,"(5.5, 5.8]"
20251217,801040.SI,钢铁,5.23,3.08,-5.18,BULL,0,1,0,3.51,4.7,9.17,4.664489691381739,"(5.2, 5.5]"
20251217,801050.SI,有色金属,6.69,5.35,1.88,BULL,0,1,0,6.21,5.69,9.96,5.647009860417468,"(6.7, 6.9]"
20251217,801080.SI,电子,6.5,3.51,2.61,BULL,0,1,0,6.03,5.7,9.25,5.656934306569344,"(6.4, 6.7]"
20251217,801110.SI,家用电器,6.13,-0.19,1.68,BULL,0,1,0,5.34,5.16,9.77,5.121014214368037,"(6.1, 6.4]"
20251217,801120.SI,食品饮料,5.12,-1.05,-3.72,BULL,0,1,0,3.9,4.55,8.42,4.5156229991035985,"(4.9, 5.2]"
20251217,801130.SI,纺织服饰,4.83,2.35,-6.38,BULL,0,0,1,2.49,4.58,8.99,4.545396337559227,"(4.6, 4.9]"
