date,ts_code,rank,score,forward_return,momentum_5d,momentum_20d,volatility_20d,volume_ratio,ma20_deviation,atr_ratio
20260312,001896.SZ,1,81.30937065924321,-13.170163170163175,18.836565096952906,171.09004739336493,80.80092457756834,1.5078342344752718,45.90596037751893,8.45436614667384
20260312,002015.SZ,2,63.70661417470074,-5.617977528089879,50.42253521126761,96.3235294117647,82.94986129542977,1.6900601051017332,49.0995392991763,6.021319504465569
20260312,600108.SH,3,61.43636588956925,-23.994252873563216,38.64541832669324,94.41340782122904,86.6341647922652,2.027665114303528,56.49241146711639,7.769672855879753
20260312,300749.SZ,4,61.20428272319689,-12.024312896405931,14.320241691842917,98.73949579831935,138.2614926450764,0.7666227014710351,24.29378531073447,9.137664660920477
20260312,301396.SZ,5,59.50492496693327,19.03587144952661,51.41847551741545,67.80040277466995,122.38622495051877,1.1862461256208776,46.02491517255145,7.150697016012393
20260312,300257.SZ,6,59.35555801336764,-6.688084112149539,39.073923639317634,86.69574700109052,98.51433418685819,1.6595207666337248,44.35684472363928,6.699317038102082
20260312,600821.SH,7,57.14833211581274,2.2079116835326706,39.00255754475701,85.17887563884155,85.5165414830591,1.5588045056762736,47.41981419949819,6.779421130847073
20260312,000533.SZ,8,51.485941983720444,-1.3800424628450214,39.24611973392462,68.96860986547084,87.02091682353765,1.4211018390748626,44.872928601637916,6.214274048668955
20260312,920088.BJ,9,50.86136644400477,3.4468884120171683,-7.1250622820129506,59.07830168551313,198.84064457933982,1.1880057854121053,21.791259320967992,18.41160448993067
20260312,920375.BJ,10,50.41935390103079,-21.92488262910799,49.57865168539326,49.78902953586497,111.8228901495262,3.0462954498436075,35.86349864455429,7.981220657276992
20260313,001896.SZ,1,69.40861080634161,-1.4248704663212375,-2.770780856423183,153.11475409836066,92.44480440104613,1.3992206268454528,26.267582597317627,9.979075328816263
20260313,002015.SZ,2,64.20181912865706,-6.642728904847395,42.637644046094756,103.28467153284673,82.30551230885905,1.8540883192406075,49.61052914316411,6.228421488744646
20260313,301396.SZ,3,64.02663735808476,2.686274509803921,60.646787064258724,75.09727626459144,120.94763051556289,1.3038470993202198,44.35392185074938,7.370035193564608
20260313,300749.SZ,4,62.89791623093232,-16.379538828518413,19.77777777777776,101.01225359616409,137.7508465730934,0.7319349394176898,20.18985728848113,8.652571917878044
20260313,920088.BJ,5,59.04101317236815,-4.467084639498431,4.447476125511596,75.63661390227114,195.31070202498216,1.1603156946677007,21.77896545142204,17.440318302387272
20260313,688308.SH,6,56.812136369623985,-11.33004926108374,21.58854166666666,98.63858753456711,91.96346847880876,1.2693328427527433,30.98795045518945,9.624034136777764
20260313,600227.SH,7,51.7919068583777,-2.517162471395884,32.826747720364736,75.5020080321285,87.1647915910145,2.0130822806718274,39.750559641829255,7.921140644252773
20260313,300257.SZ,8,51.75738904834818,-2.027883396704677,24.74308300395256,77.00504767246214,104.13942897011823,1.7309723647855992,29.315113396570467,7.714243930973967
20260313,600726.SH,9,51.42263042302568,29.274004683840758,51.41843971631206,67.45098039215686,66.28130485492478,2.4212788040285607,48.47009735744086,4.900018014772112
20260313,300164.SZ,10,50.15041471409235,-2.923387096774188,-2.266009852216755,72.22222222222223,157.16623533002533,1.072465808069592,18.95554156548853,16.09413771712159
20260316,301396.SZ,1,59.96583424585029,-5.730891819261286,40.00349986875491,77.65071610969247,121.06198715750492,1.2586598020113824,46.14587186548111,7.769706701023493
20260316,600227.SH,2,58.298812751426894,-19.542619542619533,32.87292817679557,90.1185770750988,90.49342073353974,1.9962852313814619,48.41098426411601,7.468415160722854
20260316,688295.SH,3,56.66832318654786,11.97979797979798,64.78029294274302,60.19417475728157,95.57830156113502,2.7800067995908,48.2701812191104,6.018648018648019
20260316,300749.SZ,4,55.885934750345726,-15.056818181818187,0.5714285714285783,97.08846584546475,139.46015299745233,0.7125576065846231,9.11683561176726,9.847027972027973
20260316,688308.SH,5,55.81871415625252,-24.765826042202775,14.294117647058835,100.76462078941933,91.9342940347631,1.2393877522317267,31.769907903481776,9.2806524407142
20260316,300257.SZ,6,54.9250543960973,-11.549881235154391,17.72107654666202,89.85343855693351,103.992038136843,1.726653588743699,33.63753595873425,7.418234971679151
20260316,001896.SZ,7,53.487120961819336,16.618705035971225,-12.852664576802496,113.51766513056836,106.10067125378136,1.3036260522416918,10.339353046239342,11.300498063087993
20260316,600726.SH,8,52.5077971426154,20.9090909090909,50.68493150684934,71.20622568093387,65.9038681679886,2.513232927534621,48.272957034540866,5.576923076923075
20260316,920088.BJ,9,51.65352876144981,-1.3670095039708285,-4.465174129353233,61.90978077571672,194.5643505092439,1.0228763896077975,19.387905776658698,17.461668652919798
20260316,600821.SH,10,50.62257775925273,-5.539906103286385,12.579281183932345,87.50000000000003,87.8840432051809,1.8640777945967404,35.66014903509331,8.284579270494763
20260317,688295.SH,1,80.74203641253649,5.000000000000004,88.15331010452961,97.47340425531917,111.70600436468243,2.9931199978620873,70.43987260049927,6.212121212121211
20260317,600227.SH,2,66.29634177408498,-24.007561436672976,38.12010443864229,104.24710424710426,93.31560529498292,1.825970809725717,56.694312796208536,7.416024429256944
20260317,920088.BJ,3,57.28585428523652,-9.1923076923077,10.779718789944614,66.16957818491693,194.05001034074846,0.9793845786054534,18.38001502515576,17.7810650887574
20260317,301396.SZ,4,54.546480943604294,-0.36231884057971175,32.94340271804577,67.3632918245804,123.29372199124053,1.1561817088721984,37.26831087862021,8.140229335881513
20260317,000533.SZ,5,52.10066626152731,-16.902094495859732,16.251415628539068,78.52173913043478,102.75694535248621,1.858556601544406,45.23716883025006,7.815954138409083
20260317,300164.SZ,6,51.286716468418234,-7.666015625,8.359788359788368,68.42105263157893,153.5843004352356,0.9461253825345255,17.30675602142222,15.700120192307693
20260317,001896.SZ,7,51.1660272479986,21.582733812949616,-12.080961416824799,105.31757754800593,107.08543198928918,1.2857521125670834,7.302763625135111,11.29496402877698
20260317,002470.SZ,8,51.05009174733338,-19.444444444444454,22.033898305084733,76.47058823529412,101.62501874575172,1.2860904707805556,30.010834236186355,9.03846153846154
20260317,600545.SH,9,50.79728128405694,-18.574514038876888,16.91919191919191,76.71755725190839,108.70770821945037,1.0886547994951996,29.07722330638418,7.592623359362022
20260317,600683.SH,10,48.30653177785977,2.6415094339622858,45.205479452054796,59.159159159159145,77.55047109227658,1.0313751970801304,41.73017783126085,6.0740203193033375
20260318,688295.SH,1,76.37806530796264,5.047838997030696,68.20199778024416,100.9946949602122,111.16099564288766,2.8422750574895983,66.65750261175563,7.046417785447809
20260318,600227.SH,2,57.924340539425195,-20.399999999999995,23.456790123456805,93.05019305019306,98.17501952221446,1.6875096803452154,43.000143000142984,8.615384615384619
20260318,001896.SZ,3,51.17056658500554,13.009845288326293,-14.28571428571428,107.5912408759124,106.78458538134814,1.2034594885055936,6.736723587915172,10.748674672725304
20260318,301396.SZ,4,50.75701003097958,4.017034259200392,25.884141462634027,62.396779521057,123.10946483651423,1.0662276609022436,36.075661977434635,7.846809009969245
20260318,600726.SH,5,50.303515425402985,34.86842105263159,29.1784702549575,78.8235294117647,69.30557234037792,2.2669909151006182,44.715963186290054,6.663292847503373
